#mass,x,y,z,vx,vy,vz
#(1.98892e+30 * system.get('S.I.').base('mass')),(3.08567758128e+16 * system.get('S.I.').base('length')),(3.08567758128e+16 * system.get('S.I.').base('length')),(3.08567758128e+16 * system.get('S.I.').base('length')),((1000.0 * system.get('S.I.').base('length')) * (system.get('S.I.').base('time')**-1)),((1000.0 * system.get('S.I.').base('length')) * (system.get('S.I.').base('time')**-1)),((1000.0 * system.get('S.I.').base('length')) * (system.get('S.I.').base('time')**-1))
#MSun,parsec,parsec,parsec,kms,kms,kms
0.0729217565154,-1932.73543978,8133.76523622,13.1835449611,211.354691038,61.48162739,6.6073516747
0.0269961882268,-1938.35882558,8155.55890008,14.9093981082,211.002666973,61.8856991306,5.82819706727
0.850581865876,-1960.25660686,8122.72744833,18.6762670682,211.411393666,61.7716290518,6.8628195301
0.584788911869,-1931.26182841,8146.72430491,17.7926167476,211.146700624,61.6729721092,5.98123124981
0.0546277420352,-1928.40625514,8148.83842819,21.922748817,211.303405531,61.615797142,5.68090466331
0.213603694166,-1980.7228547,8140.02643667,15.1240344261,210.979064703,62.2836721033,6.92916826899
0.425448280824,-1951.23624651,8146.59781893,21.7059503331,211.274925414,62.2552759713,6.0887425711
0.144482646828,-1947.43122404,8164.10074498,24.4023399771,211.079134636,62.4405084978,5.53036667567
0.132210867569,-2017.12757766,8149.60388873,17.9301904727,210.004518155,62.5220546205,7.50014398194
0.0512746792949,-1910.95285366,8153.93638557,22.9401004755,211.722805413,61.9514244836,5.68949910521
0.023595527954,-1953.34169229,8159.9478908,8.39765784089,210.909803511,62.1802430072,6.39581869321
0.669852061366,-1946.27555186,8165.0020171,5.95375241039,211.033039626,62.2764969312,6.29852041688
0.686335830395,-1956.27282573,8149.83645582,9.18322797703,211.081405881,62.3009197598,6.54224301591
0.192359035695,-1959.36827918,8104.88633229,21.1471115886,211.614604284,61.2905023508,6.29381821526
0.0724549837859,-1938.92411632,8157.39675742,25.6215443966,211.184030445,62.1613757337,5.63215937657
0.0747971079902,-1950.87575056,8150.54326374,8.15005892018,211.212513274,62.2451645398,6.46346306905
0.280364061431,-1959.08080634,8156.04342435,17.8730427407,211.183584209,62.4567388628,6.11775999949
0.669324453531,-1947.89686573,8168.71705375,4.13878931719,210.871484409,62.4021553585,5.9399547049
0.623194921474,-1945.55632218,8167.48638493,6.09982809657,210.990660371,62.3467692555,6.31704718827
0.356427722094,-1929.56164393,8149.01407608,3.82750679658,211.398750892,61.6607217461,5.30586160244
0.199098520008,-1950.88186506,8155.98798813,20.7310275354,210.963219318,61.9665878693,5.97975126985
0.0221435444971,-1948.10907368,8142.24572187,20.4916784966,211.063121088,61.9034412326,6.23660818647
0.0355555827937,-1957.98885365,8155.84217076,9.55492920638,211.082289586,62.2334648069,6.49390575287
0.676629774319,-1936.23203424,8151.99564986,19.8091086185,211.164389539,62.0847777849,5.84668731643
0.173917196908,-1927.79017021,8158.61064518,22.6420729587,211.47818493,62.2043578425,5.76250109681
0.279223523927,-2001.69170592,8164.03265221,42.9177143924,210.284084525,62.8278367111,6.791624603
0.15463135774,-1921.42682577,8142.79674276,15.2409608329,211.10474992,61.1963874395,6.19971078335
0.21983146213,-1972.54245649,8195.28234197,12.4791237446,210.853638856,63.7018116219,4.79542654163
0.351816868714,-1932.60296935,8134.96995821,2.47456937451,211.397788849,61.8567384853,6.79622414046
0.534776429093,-1909.12917663,8164.02961961,32.9980909168,211.575240655,62.3592110185,5.50381316421
0.0667646832168,-1931.20192029,8152.91053091,37.4964085542,211.255184278,61.7582414258,5.1370720643
0.136077322679,-1951.40526375,8176.19672901,15.4354961732,211.212247753,63.2627590704,5.47254041785
0.476492291105,-1949.35062632,8122.5634332,29.8313612083,211.219089252,60.9169292643,5.83836100198
3.82123051661,-1955.91937124,8142.53430594,41.2962260605,211.003945725,61.7087001909,6.21843284784
0.633710162998,-1916.06119906,8132.8146383,7.48882517789,211.570778104,61.6080395232,6.46337000307
0.0799950686269,-2008.60759236,8130.26658372,35.8179795013,210.353600758,61.8249721768,5.90146577679
0.0419169166105,-1968.45147412,8164.00716879,12.4752695638,210.604153457,62.0455659752,6.53184916949
0.115488187556,-1911.6175931,8137.69887223,27.0686796691,211.358115256,61.2614369422,5.60665537041
0.300111678975,-1894.4359232,8187.07146366,28.6359780756,211.425568474,62.6640911478,4.81556399726
0.116704064493,-1927.79712437,8147.58114248,21.5565267039,211.476698789,62.2984995777,5.69274858059
0.113157742909,-1935.18534029,8156.40187649,1.487844646,211.619654864,62.4945277788,6.40688649342
0.472014086353,-1908.04304018,8161.27421338,19.1934377418,211.761522098,62.4689646348,5.36731331649
0.0776319188569,-1969.09750155,8133.1781709,6.86301744949,210.666721278,61.4226440725,6.80058906746
0.527704069156,-1981.33467251,8162.10893914,33.8849143515,210.837356007,62.6608756218,5.70842029914
0.0889273843736,-1890.72334828,8209.16192186,0.0442405799048,211.588766585,62.6555421427,5.70191362022
0.0699955150836,-1927.72263262,8144.73041594,30.2617285003,211.074633222,61.358475751,5.84056981791
0.102988671995,-1948.6553675,8179.53219712,4.55155846015,211.295422518,62.8279964488,5.79486408146
0.329190219145,-1909.0137155,8166.59161649,12.5816313847,211.202222193,62.2158105924,5.80241654625
0.0291545502751,-1941.25610561,8120.24927452,2.47347058968,211.250331841,61.1625253498,7.97139075661
0.042160535138,-1969.92550505,8181.34850997,21.2033111564,210.502241991,62.5325280322,5.95349486168
1.19111646887,-1948.02572888,8154.61438267,36.4909133881,210.968906979,61.85366959,5.41369164387
