#mass,x,y,z,vx,vy,vz
#(1.98892e+30 * system.get('S.I.').base('mass')),(3.08567758128e+16 * system.get('S.I.').base('length')),(3.08567758128e+16 * system.get('S.I.').base('length')),(3.08567758128e+16 * system.get('S.I.').base('length')),((1000.0 * system.get('S.I.').base('length')) * (system.get('S.I.').base('time')**-1)),((1000.0 * system.get('S.I.').base('length')) * (system.get('S.I.').base('time')**-1)),((1000.0 * system.get('S.I.').base('length')) * (system.get('S.I.').base('time')**-1))
#MSun,parsec,parsec,parsec,kms,kms,kms
0.13008614158,-6926.11087007,4313.11700978,-92.5816599972,114.157112834,194.733412404,-2.05411500869
0.0444745959304,-6906.39438322,4288.52516063,-69.8307193198,115.310895367,193.897761079,-1.05873887718
0.129858511293,-6967.97162141,4286.19699136,-85.6198093854,112.191381032,194.387616988,-1.09429433709
0.144267309966,-6918.1488719,4331.79749724,-89.4111427489,115.030232465,196.219116511,-2.61692404798
0.300648367105,-6900.3081227,4302.59660948,-83.3164013762,115.972928436,194.885550561,-2.59849650897
0.0467764804998,-6893.11124983,4334.0510777,-70.9273622805,115.721561688,195.981527787,-2.21156427306
0.0792037892425,-6798.36141259,4307.03506351,-86.961427886,120.780643147,194.540143686,-1.38151532246
0.0781990281569,-6819.4876976,4308.92695363,-79.8184276407,119.985540767,194.929207082,-0.992708260768
1.35376659958,-6925.52977025,4328.81004551,-76.0253411077,114.321989519,195.391798822,-2.05892233437
0.099688659165,-6974.12940165,4292.43355379,-98.109425324,111.763527055,193.931194061,-1.86409323769
0.317921083832,-6898.32869938,4314.11977378,-89.2418864264,115.779070254,194.809077047,-1.15962440412
0.311926029175,-6886.67893935,4290.25421356,-77.3294373457,116.819093284,193.468784174,-1.73442020677
0.0562031081735,-6936.37694077,4298.73333799,-90.2247391531,114.188778838,194.664769758,-1.05951817893
0.153122720521,-6937.39220932,4317.77004707,-81.1054751369,114.153049514,195.348752499,-2.49157327628
0.653291274378,-6836.56380501,4291.74028743,-89.7139730515,119.403960574,193.395243751,-1.35349931221
0.110158086895,-6916.99861828,4307.53757636,-87.3645362977,115.397547443,195.32439435,-2.09681398933
1.07649250334,-6862.51369662,4282.64396675,-88.3282045558,117.620963531,193.157427772,-1.44785733823
0.0456915669173,-6939.46909184,4333.66020365,-80.1526001557,113.82431926,195.646868852,-1.81713769642
0.0205532414124,-6908.21923668,4299.10151267,-82.9549594058,115.852302023,194.094426562,-1.8480001317
0.640146459438,-6920.2617262,4288.05218364,-84.3214185731,115.295637224,193.961756914,-1.24633085016
0.49395005773,-6922.47605465,4275.27131052,-66.3354523763,114.795306874,193.690889253,-2.4538965831
4.73003675941,-6847.24676929,4299.20016108,-71.7889234986,118.563689228,193.798863338,-2.12418370401
0.230521617278,-6958.78441354,4271.03296735,-97.7571370532,113.16567869,193.477108074,-2.68965980922
0.965700101348,-6891.41703596,4290.40253172,-87.1212877513,116.69184851,194.292700287,-2.47780382458
0.445227022197,-6899.75473059,4324.62247864,-67.5336516335,115.317327416,195.461057381,-1.8293987192
0.485857197787,-6872.02754303,4305.0157664,-89.1047475438,116.990656046,194.276257348,-0.845846040372
0.1516364327,-6915.41155265,4289.15416881,-69.2806330736,115.363855523,193.708817482,-2.72023468012
0.0825682225631,-6850.35064433,4302.20376801,-86.4188822781,118.057082022,194.623710148,-2.67938112964
0.941691036755,-6943.30410226,4317.82599313,-86.9185349556,113.847487785,194.853927595,-1.25866315673
0.096064953286,-6869.43246778,4335.22333042,-78.19006456,118.135633321,196.136162523,-2.11811902404
0.136312898784,-6902.26432792,4306.97074226,-84.7025903428,115.96062763,195.536315034,-2.58242912998
0.100372474734,-6964.24802628,4321.08740873,-81.1474788164,112.921921771,195.122213093,-1.93990983586
0.149319291246,-6851.33563347,4314.58677153,-73.2668524923,117.674856448,195.12951524,-1.72947475169
0.108497753918,-6889.33510708,4297.36628668,-79.4587962681,115.822972273,194.532373395,-1.09463341202
0.0165725456912,-6966.78887873,4311.78202864,-84.6658640288,112.318796451,194.839961167,-0.850063402303
0.600743924618,-6896.15781659,4332.33343836,-71.9281223327,116.473301976,195.992624804,-2.66466064855
0.0998296490628,-6859.87535798,4281.43816961,-77.3703487649,118.24940262,193.044347411,-2.67179008851
0.162868271243,-6850.83959837,4332.00681321,-89.0897937355,118.52589095,195.002104443,-2.11745247051
0.0314654374499,-6895.27692019,4303.52843444,-71.0556842865,115.417332855,194.458394841,-1.29216973939
