#mass,x,y,z,vx,vy,vz
#(1.98892e+30 * system.get('S.I.').base('mass')),(3.08567758128e+16 * system.get('S.I.').base('length')),(3.08567758128e+16 * system.get('S.I.').base('length')),(3.08567758128e+16 * system.get('S.I.').base('length')),((1000.0 * system.get('S.I.').base('length')) * (system.get('S.I.').base('time')**-1)),((1000.0 * system.get('S.I.').base('length')) * (system.get('S.I.').base('time')**-1)),((1000.0 * system.get('S.I.').base('length')) * (system.get('S.I.').base('time')**-1))
#MSun,parsec,parsec,parsec,kms,kms,kms
2.46849549261,-8121.58561439,-102.088941315,6.79189429706,-0.910124728903,-226.761537803,6.31835437419
0.400592644736,-8122.68805716,-106.098729858,23.5966108269,-0.978547683486,-226.752903287,6.37976999906
0.622322520636,-8126.80968238,-90.3173043223,13.6266084231,-0.976250873045,-226.80903491,6.29944908864
1.22325257965,-8122.20341076,-91.3963338094,8.62322912949,-0.276593201793,-225.627506927,6.87561915762
0.394758845506,-8116.34860227,-108.196384005,17.0862506835,-1.13817539398,-227.238361876,5.94743197268
0.818479231388,-8116.90611482,-106.610543348,22.3817127362,-1.61837158111,-226.973945826,6.15869127914
0.810109849038,-8114.32438404,-104.825194972,10.5258791892,-1.08089955957,-227.094200368,6.24420958936
3.68792328643,-8111.40037526,-103.642460853,19.2990801614,-0.545881523514,-226.267723099,6.50482739595
1.32317791751,-8126.17054853,-98.6633130899,7.73043924562,-1.12921549398,-226.989951419,6.10570613751
0.671270956337,-8124.96526865,-98.2948375097,7.03451808827,-1.05498394842,-226.850965171,6.28716655764
1.49542853456,-8117.05244843,-108.408970048,17.3557122205,-1.27485151019,-227.064402581,6.2485386905
0.325993268367,-8126.51148238,-106.863585479,17.4722240961,-1.59111170592,-227.707093089,6.04984644337
0.583932323212,-8123.31708676,-108.110052951,19.6234792795,-0.950101956806,-226.844534458,6.37070561851
1.4245144885,-8117.56608495,-107.447441483,21.46823869,-1.11587296118,-226.888834644,6.20117634215
1.07082939145,-8117.73224794,-100.330395548,26.7986261582,-0.679728884609,-226.419949471,6.45935631922
0.65225863952,-8125.84229177,-89.1931818485,17.0186236381,-1.44615302578,-227.206776171,5.97905418326
0.832092614545,-8127.40278121,-91.1890548627,12.8728326411,-1.49436535831,-226.85161623,6.14604293641
1.5280814357,-8113.1120517,-93.3957569978,23.0069495642,-1.11416013862,-226.87456402,6.16492038853
1.77804040257,-8128.68098549,-102.735156484,11.7675954968,-0.637536638291,-226.553008267,6.79631575166
0.852598062975,-8109.94195774,-95.8823473031,15.3738779758,-0.749102061811,-226.489574215,6.29177485793
0.938385790153,-8125.83673595,-97.0011047536,7.60400287376,-0.469187513878,-226.633365546,7.36651719906
0.97976214939,-8123.47456674,-99.145058168,6.45668372563,-0.733325874634,-226.65681414,6.58950730498
0.266415928129,-8121.17642011,-94.2926289491,26.5792135223,-1.14650403596,-227.319997198,6.26257879945
0.950750361335,-8126.96092952,-102.488370808,23.8731823409,-1.23674160407,-226.966250945,6.14929035191
0.657038430888,-8110.58379002,-96.3857918265,20.8943709193,-1.07127941662,-226.949924573,6.26086592929
1.47333260203,-8112.85731408,-92.0548276204,3.16102648608,-1.54762344639,-227.706343103,5.53048075109
0.706871688436,-8128.60715625,-93.8613464393,30.2214088903,-1.14377504978,-227.041628659,6.15429117143
0.62208364503,-8105.21099043,-94.1723678291,22.263466724,-0.860066194019,-226.500309898,6.57838782297
0.76842443888,-8121.0381172,-110.636098312,27.5319895688,-0.841129785032,-226.410389217,6.62775541832
1.0605884894,-8110.87517877,-103.552808997,29.1496879676,-1.0319760477,-226.665171867,6.35251794566
1.6869133753,-8123.27922998,-82.1270158646,19.016308665,-0.813001268187,-226.632764474,6.50412562372
0.606640077238,-8109.85211253,-111.07926433,17.2085184316,-1.69398508404,-227.027873158,5.86055601594
0.795418027346,-8124.5873358,-82.474303865,14.3651686434,-1.15368535034,-226.981613684,5.98034573098
0.850799272513,-8107.19678657,-106.397891614,10.6023237786,-1.03177220852,-226.654658085,6.47510886662
1.09063109204,-8119.88026775,-114.693866619,14.471876443,-0.926007935385,-226.695695712,6.42954422289
2.25097946687,-8115.58346286,-111.275339268,25.6859882775,-1.49308953201,-227.203659465,6.14716467177
0.523242679724,-8104.15251299,-96.4568137163,20.0720160438,-1.37407504108,-227.170710822,5.5727655626
0.998033004721,-8110.2408461,-100.672273933,29.6361760249,-0.737395471558,-226.695382097,7.81003800369
1.21024944998,-8122.65200351,-114.522821005,14.7949576141,-0.944398113628,-226.757057875,6.34447877808
0.572927546462,-8125.681267,-83.0537657008,20.1582442659,-1.09845742877,-226.899917443,6.28384649393
0.627372626335,-8112.56184902,-112.272510063,20.9942552253,-1.4456523003,-226.859268692,6.0687442613
1.16991737557,-8123.48759004,-82.2931615495,19.6375220877,-1.10546200264,-226.871348891,6.22400898414
1.08811177208,-8109.72748155,-109.142597874,23.3568225551,-1.15518963413,-226.994859618,6.00061094453
0.171209588195,-8109.55675284,-89.136445309,8.00661683192,-0.92019033089,-226.771127921,6.42876345294
0.667033962256,-8125.00408703,-114.091356909,17.0476067426,-1.01109968873,-226.187687906,6.43098650796
0.426673998621,-8130.04247789,-100.823498926,3.50550006593,-1.49639027019,-227.056901197,5.86018144721
0.606475411433,-8106.9808537,-89.0494013344,12.7809339504,-1.44256907828,-226.955452276,5.73975953564
1.2575687543,-8119.38639643,-81.7134806713,16.2306334757,-1.19274339708,-227.001886557,5.7834760008
3.84437855968,-8104.52482219,-96.9882238126,21.6539487435,-1.17235070637,-227.127564045,5.66035956563
